respondent_id,xyz_vaccine,seasonal_vaccine
27115,0.463960792,0.843980716
27116,0.086960384,0.948668725
27117,0.063550951,0.092548574
27118,0.112997986,0.553996581
27119,0.065260575,0.339528144
27120,0.215812452,0.928852865
27121,0.062087865,0.856394267
27122,0.056241848,0.26496429
27123,0.068075171,0.146360897
27124,0.044695297,0.123895198
27125,0.059999122,0.083036432
27126,0.345880784,0.077090896
27127,0.063612858,0.141924452
27128,0.134457188,0.615212744
27129,0.47987359,0.608741832
27130,0.079887655,0.219140145
27131,0.046835309,0.042876506
27132,0.472518747,0.813441318
27133,0.573682235,0.768871117
27134,0.778971461,0.970091592
27135,0.208662423,0.685702298
27136,0.055848456,0.388838576
27137,0.054133264,0.170141749
27138,0.15572284,0.513669035
27139,0.106272392,0.131648139
27140,0.816726969,0.945019989
27141,0.5,0.727146064
27142,0.063203306,0.213566066
27143,0.203946848,0.394897823
27144,0.068980995,0.193588793
27145,0.542295366,0.789571236
27146,0.093276007,0.929702845
27147,0.062732744,0.16338668
27148,0.112818701,0.031614148
27149,0.37239196,0.043365673
27150,0.543856315,0.869924709
27151,0.131509691,0.767758794
27152,0.037486024,0.149608561
27153,0.211642547,0.802553847
27154,0.665079188,0.874208728
27155,0.184247072,0.789463867
27156,0.060067318,0.257319357
27157,0.041149944,0.54358407
27158,0.072003733,0.271678126
27159,0.036793864,0.100137654
27160,0.289989852,0.240635579
27161,0.301488297,0.590925417
27162,0.125717394,0.889307036
27163,0.447003384,0.469661843
27164,0.276011099,0.224388207
27165,0.5,0.640618121
27166,0.105778648,0.158756651
27167,0.07481375,0.643738671
27168,0.107276255,0.824584138
27169,0.524237037,0.666306335
27170,0.364394316,0.893728196
27171,0.06127239,0.209543728
27172,0.064467939,0.796691837
27173,0.478516946,0.538884663
27174,0.19022261,0.184219866
27175,0.061788475,0.094906143
27176,0.491602711,0.798136863
27177,0.515059535,0.852763558
27178,0.083429625,0.26888629
27179,0.059327455,0.146239303
27180,0.302559003,0.317192777
27181,0.055356061,0.894738212
27182,0.549889927,0.828793184
27183,0.060014678,0.62928727
27184,0.066778232,0.37659429
27185,0.513792333,0.797306229
27186,0.160972525,0.81746093
27187,0.079620235,0.231977481
27188,0.040272313,0.368561137
27189,0.0628073,0.524573241
27190,0.609074795,0.89360104
27191,0.082191667,0.859818361
27192,0.595575295,0.817541039
27193,0.066961475,0.085130955
27194,0.116674177,0.654730747
27195,0.041912027,0.121139592
27196,0.373016928,0.149831904
27197,0.054667951,0.781431818
27198,0.525290081,0.756234138
27199,0.056173207,0.151043022
27200,0.23340093,0.759510376
27201,0.48527649,0.865277457
27202,0.075017299,0.20459463
27203,0.046834177,0.083373537
27204,0.057477289,0.068291177
27205,0.060854399,0.146393079
27206,0.102214452,0.207380406
27207,0.06407126,0.163391714
27208,0.722706737,0.708939309
27209,0.076588387,0.197931868
27210,0.148628625,0.300040488
27211,0.077093138,0.204695852
27212,0.537085319,0.855510685
27213,0.458588608,0.449244119
27214,0.058678193,0.11632854
27215,0.109048687,0.784493615
27216,0.112334556,0.912326261
27217,0.072204811,0.19760339
27218,0.647137531,0.8950227
27219,0.512938837,0.653979495
27220,0.190866695,0.328423403
27221,0.096225522,0.787306675
27222,0.148653131,0.622390105
27223,0.052151233,0.779066202
27224,0.196816944,0.815013309
27225,0.137330437,0.221467345
27226,0.06093817,0.196181219
27227,0.07777543,0.236509382
27228,0.548687195,0.834846487
27229,0.735016921,0.94105598
27230,0.087780386,0.902591287
27231,0.347209754,0.861792469
27232,0.080569846,0.566569364
27233,0.369849138,0.293363279
27234,0.119170453,0.164802234
27235,0.725679653,0.88395884
27236,0.075586673,0.91656799
27237,0.508339654,0.696581798
27238,0.220977601,0.781219274
27239,0.466381539,0.107273764
27240,0.061800539,0.412416053
27241,0.066559374,0.124554323
27242,0.119248447,0.609627399
27243,0.05667852,0.071968721
27244,0.045854627,0.067191675
27245,0.099891037,0.239835823
27246,0.702063082,0.914458248
27247,0.131970385,0.928357048
27248,0.132185149,0.799406687
27249,0.117096165,0.661835648
27250,0.061786014,0.139969764
27251,0.059150286,0.24245339
27252,0.453514237,0.53517012
27253,0.048285812,0.921228036
27254,0.71687309,0.918545006
27255,0.082177015,0.215831224
27256,0.5,0.822057244
27257,0.550943479,0.564168898
27258,0.432733793,0.799929894
27259,0.752107641,0.850806951
27260,0.192169178,0.707886983
27261,0.10102301,0.651238957
27262,0.284697441,0.602042897
27263,0.061471283,0.021601543
27264,0.061994003,0.099062549
27265,0.073758086,0.350213339
27266,0.163673019,0.293616594
27267,0.341662011,0.706442742
27268,0.031299769,0.037005596
27269,0.75143122,0.733909974
27270,0.046458526,0.07411299
27271,0.056422758,0.21023389
27272,0.04051127,0.268468638
27273,0.034616202,0.164572277
27274,0.148700351,0.420336674
27275,0.124983023,0.306750577
27276,0.060199509,0.082392186
27277,0.060955381,0.914020213
27278,0.125294266,0.585737911
27279,0.069110671,0.184164334
27280,0.397751783,0.329886267
27281,0.042154369,0.197025668
27282,0.039994844,0.874174453
27283,0.052397895,0.213227065
27284,0.210812367,0.317601258
27285,0.06774123,0.331518596
27286,0.412420824,0.448313646
27287,0.182450981,0.463588263
27288,0.586535309,0.772325991
27289,0.557589187,0.494025248
27290,0.041756815,0.075521997
27291,0.719591554,0.804523256
27292,0.049600357,0.594181519
27293,0.099543285,0.884854153
27294,0.071283616,0.121546194
27295,0.167849494,0.873016523
27296,0.056940718,0.648051351
27297,0.049467885,0.879540913
27298,0.074404076,0.306775501
27299,0.139615497,0.717234694
27300,0.096232854,0.819965792
27301,0.044755215,0.08232304
27302,0.139825774,0.759843135
27303,0.051909046,0.096134963
27304,0.061868738,0.804119254
27305,0.028041969,0.034554907
27306,0.149095777,0.591579089
27307,0.802079657,0.866372868
27308,0.220610089,0.415578948
27309,0.541024702,0.826470354
27310,0.069805649,0.09036883
27311,0.144490194,0.278339137
27312,0.07627691,0.411449895
27313,0.071624473,0.099771925
27314,0.07222912,0.137925373
27315,0.095958694,0.337797287
27316,0.562761426,0.766778584
27317,0.068146076,0.078408167
27318,0.103295197,0.168876823
27319,0.401974896,0.867086281
27320,0.409202057,0.874078227
27321,0.055889995,0.767578796
27322,0.115136676,0.170094383
27323,0.085944358,0.544976567
27324,0.583993741,0.60075232
27325,0.593126692,0.822271455
27326,0.095184758,0.633914271
27327,0.344680535,0.377417895
27328,0.364351934,0.619545107
27329,0.091665785,0.235052519
27330,0.061799863,0.448315423
27331,0.053935599,0.136646158
27332,0.158250427,0.85693149
27333,0.672418168,0.830552903
27334,0.051932238,0.102764124
27335,0.188856206,0.123389048
27336,0.070383344,0.183712879
27337,0.2163706,0.944529556
27338,0.205381305,0.403601149
27339,0.268972394,0.275350634
27340,0.051613177,0.121285384
27341,0.146666979,0.728024582
27342,0.050351723,0.511953694
27343,0.060543832,0.067295091
27344,0.141952426,0.447521055
27345,0.087364535,0.219839377
27346,0.572268761,0.774370145
27347,0.624327312,0.907412197
27348,0.073410029,0.274770943
27349,0.050336224,0.139561744
27350,0.067136622,0.920551219
27351,0.648442051,0.909269802
27352,0.085033599,0.31191414
27353,0.099739558,0.214859303
27354,0.12003962,0.690391607
27355,0.220344184,0.097296198
27356,0.165266541,0.64546874
27357,0.059596096,0.213406254
27358,0.203541844,0.706556036
27359,0.5,0.694255207
27360,0.072229763,0.62418264
27361,0.059063315,0.87958088
27362,0.157367598,0.487809834
27363,0.087524039,0.132890479
27364,0.04847707,0.335170739
27365,0.174396552,0.61439153
27366,0.575231279,0.796208381
27367,0.472197448,0.555953548
27368,0.069015988,0.65860786
27369,0.053210944,0.071690413
27370,0.051529314,0.802519399
27371,0.47046493,0.374248354
27372,0.053874847,0.105248228
27373,0.658829789,0.705996803
27374,0.050626507,0.335523488
27375,0.124798697,0.89985125
27376,0.390736681,0.277168452
27377,0.062622251,0.448045931
27378,0.044651288,0.13767017
27379,0.073396391,0.172625098
27380,0.086735792,0.925370157
27381,0.063253092,0.676866356
27382,0.352305089,0.113041543
27383,0.085857673,0.616359132
27384,0.069668292,0.642186462
27385,0.059663257,0.913985952
27386,0.151439194,0.841968851
27387,0.433257281,0.851469317
27388,0.073346334,0.183845364
27389,0.117396956,0.078268185
27390,0.049158775,0.102948215
27391,0.115085464,0.751384589
27392,0.593739573,0.860985022
27393,0.040688673,0.080890256
27394,0.031021646,0.352924434
27395,0.561873391,0.793627726
27396,0.045360092,0.095238646
27397,0.744263837,0.93586742
27398,0.564240559,0.855639081
27399,0.113684552,0.354936066
27400,0.074267438,0.672448545
27401,0.220251512,0.126594634
27402,0.14339562,0.759476821
27403,0.060271765,0.16364995
27404,0.432700222,0.144048813
27405,0.754565142,0.944757062
27406,0.057515148,0.183842762
27407,0.065562168,0.048898305
27408,0.066407137,0.633249575
27409,0.587138684,0.881654987
27410,0.083199466,0.14020884
27411,0.062611967,0.085493582
27412,0.131214711,0.761597951
27413,0.132667503,0.234974959
27414,0.534175003,0.584673916
27415,0.063325468,0.28467983
27416,0.07332866,0.150244775
27417,0.093159987,0.388269925
27418,0.566377221,0.09756538
27419,0.493304673,0.821392039
27420,0.086915121,0.12862126
27421,0.114358137,0.190022754
27422,0.282857235,0.75383156
27423,0.038767676,0.265682641
27424,0.141086855,0.41511892
27425,0.588438918,0.662945512
27426,0.069681664,0.214169901
27427,0.083484729,0.284761329
27428,0.049846653,0.102620964
27429,0.492360071,0.203426132
27430,0.079392183,0.801371711
27431,0.273785385,0.663539862
27432,0.145496489,0.53449696
27433,0.075622786,0.725929721
27434,0.047052115,0.156654615
27435,0.30070373,0.639193117
27436,0.067349519,0.100333627
27437,0.080543315,0.156692686
27438,0.052103744,0.121264199
27439,0.27509224,0.260204421
27440,0.305747117,0.278907835
27441,0.655412294,0.840460218
27442,0.385383707,0.887903119
27443,0.037891583,0.092281653
27444,0.074781498,0.204989503
27445,0.030236345,0.125504437
27446,0.071574916,0.125332557
27447,0.057190974,0.156978385
27448,0.219026909,0.5
27449,0.083461628,0.906061358
27450,0.097897029,0.861519455
27451,0.040461701,0.14151353
27452,0.054783761,0.226034198
27453,0.067797268,0.895536147
27454,0.102240633,0.330018594
27455,0.101360674,0.220312924
27456,0.256681385,0.511993646
27457,0.051098824,0.11972955
27458,0.089197751,0.359111592
27459,0.052555272,0.056352362
27460,0.618502171,0.83976796
27461,0.053205823,0.060383591
27462,0.044616722,0.398149487
27463,0.07439708,0.311099897
27464,0.619833201,0.701491693
27465,0.640229817,0.91011575
27466,0.022994266,0.113413686
27467,0.061902272,0.270241444
27468,0.067173426,0.585747821
27469,0.039750492,0.513013779
27470,0.826436441,0.899092105
27471,0.063391196,0.79984391
27472,0.169285775,0.615886506
27473,0.073888109,0.119204388
27474,0.085403205,0.348730299
27475,0.046751241,0.098440941
27476,0.119522596,0.358367544
27477,0.093386491,0.193897424
27478,0.047952331,0.789858354
27479,0.071287794,0.102756725
27480,0.390492972,0.560844246
27481,0.681693885,0.890246548
27482,0.46918171,0.145847818
27483,0.510354808,0.847567119
27484,0.377927282,0.859098554
27485,0.044434342,0.899876915
27486,0.07470439,0.178510086
27487,0.08313116,0.890586551
27488,0.67800871,0.844047938
27489,0.730859533,0.82679378
27490,0.038716899,0.284938935
27491,0.337748146,0.479775594
27492,0.02264664,0.54636513
27493,0.060628014,0.918272568
27494,0.336552621,0.67925601
27495,0.159952963,0.242082933
27496,0.036251372,0.107850316
27497,0.089426762,0.113998129
27498,0.063909173,0.752146345
27499,0.273296801,0.86291384
27500,0.169741109,0.914123103
27501,0.062495257,0.264884596
27502,0.069360739,0.567660403
27503,0.068254473,0.601238211
27504,0.047379414,0.099459518
27505,0.045984639,0.09311197
27506,0.5,0.898099131
27507,0.063129313,0.145751133
27508,0.093529424,0.271494889
27509,0.148963546,0.647123208
27510,0.751323341,0.318687555
27511,0.361559753,0.560127984
27512,0.061952248,0.267809639
27513,0.078233025,0.61309945
27514,0.568582579,0.743038694
27515,0.542063612,0.386948999
27516,0.397922646,0.798083908
27517,0.058569031,0.081363413
27518,0.5,0.850068211
27519,0.049123724,0.094733124
27520,0.050611413,0.07391077
27521,0.053732321,0.463357475
27522,0.06088059,0.098893463
27523,0.0477263,0.272505388
27524,0.075838914,0.234437813
27525,0.066667101,0.187211285
27526,0.682317788,0.762792313
27527,0.047281989,0.940346512
27528,0.423713807,0.888824672
27529,0.096380696,0.895826511
27530,0.053374586,0.130668746
27531,0.081712581,0.083713193
27532,0.093975672,0.841115971
27533,0.375583874,0.575511236
27534,0.087940439,0.073918487
27535,0.046554718,0.877583708
27536,0.090702412,0.455515222
27537,0.642103207,0.869489883
27538,0.335030851,0.429276021
27539,0.314191031,0.90228956
27540,0.552225079,0.120267804
27541,0.549309041,0.845930734
27542,0.065071123,0.176546753
27543,0.404135694,0.364534139
27544,0.133187689,0.253808371
27545,0.152754226,0.100016898
27546,0.745091276,0.81660109
27547,0.061635898,0.155445416
27548,0.034122133,0.912922725
27549,0.087339961,0.858006623
27550,0.172070063,0.273877437
27551,0.145696297,0.46276325
27552,0.042751593,0.900930139
27553,0.05601774,0.481411516
27554,0.217923194,0.146688173
27555,0.068973447,0.141191167
27556,0.042990512,0.701626019
27557,0.120597087,0.837142547
27558,0.065604071,0.209142271
27559,0.141462508,0.669276285
27560,0.256088991,0.86235169
27561,0.550431196,0.743107953
27562,0.228729983,0.664098636
27563,0.188729811,0.66420612
27564,0.128295417,0.254131203
27565,0.136902462,0.284098293
27566,0.062132224,0.147050852
27567,0.21753719,0.82495748
27568,0.527280662,0.95319892
27569,0.050280528,0.084624222
27570,0.524463132,0.785186298
27571,0.056464672,0.118885372
27572,0.030131835,0.122055046
27573,0.04844418,0.224642028
27574,0.410955482,0.554184856
27575,0.031516058,0.199532488
27576,0.073125534,0.117191916
27577,0.09504298,0.619610116
27578,0.09587045,0.395423096
27579,0.075094213,0.61839795
27580,0.066843803,0.644352515
27581,0.124024732,0.18113034
27582,0.063124716,0.10554798
27583,0.07549675,0.192114207
27584,0.66178931,0.641760899
27585,0.240469777,0.403434394
27586,0.560210949,0.807588274
27587,0.060339516,0.809516778
27588,0.115212417,0.258527556
27589,0.065295277,0.353744746
27590,0.278550376,0.22453275
27591,0.421834065,0.657347977
27592,0.046741133,0.066227023
27593,0.060878595,0.139916556
27594,0.176422998,0.630355113
27595,0.061660384,0.132275624
27596,0.081098448,0.214034344
27597,0.242899709,0.151561739
27598,0.05802295,0.082527863
27599,0.362153867,0.854348538
27600,0.061079525,0.601373583
27601,0.069456635,0.870890671
27602,0.62650561,0.86663579
27603,0.052493852,0.098497453
27604,0.086380012,0.304553941
27605,0.54059837,0.554441976
27606,0.094923447,0.172656587
27607,0.5,0.579255495
27608,0.074246328,0.702591765
27609,0.649500223,0.834943955
27610,0.459257775,0.706278023
27611,0.249001974,0.154361854
27612,0.057037159,0.719671011
27613,0.48999819,0.763694705
27614,0.074751963,0.402676911
27615,0.08104733,0.909409987
27616,0.059463879,0.151655019
27617,0.436819741,0.39283789
27618,0.186133196,0.411084664
27619,0.240928176,0.245855851
27620,0.409050592,0.545593043
27621,0.120122033,0.382156065
27622,0.5,0.838731532
27623,0.239977365,0.881010503
27624,0.078878375,0.845632359
27625,0.0716289,0.416072342
27626,0.032219574,0.116847613
27627,0.561875301,0.847572289
27628,0.075253586,0.949709059
27629,0.063816941,0.148426628
27630,0.286359619,0.875721399
27631,0.197601735,0.366220787
27632,0.039918639,0.169550107
27633,0.364832512,0.737408112
27634,0.332242887,0.250779333
27635,0.060359519,0.23142537
27636,0.277712676,0.823040317
27637,0.049418751,0.118209731
